park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,status,indoor_outdoor
HAYES (FRANCIS),Hayes  #1,playground,2936 W 85TH ST,,,,,,,,,,,,,,Inactive. Broken service,O
HAYES (FRANCIS),Hayes  #2,"west side, at 84th street, on path",2936 W 85TH ST,3.3,2017-04-18,,,3.51,2017-06-09,,,,,243.0,310.0,2.0,Passed testing - returned to normal push-button operation,O
HAYES (FRANCIS),Hayes  #3,"east side, at 84th street, on path",2936 W 85TH ST,2.0,2017-04-18,,,2.0,2017-06-09,,,,,156.0,17.0,11.0,Passed testing - returned to normal push-button operation,O
HAZELNUT,Hazelnut  #1 - High,east of playground entrance,5949 W HURON ST,7.99,2017-05-16,,,,,,,,,6.16,,,Passed testing - returned to normal push-button operation,O
HAZELNUT,Hazelnut  #1 - Low,east of playground entrance,5949 W HURON ST,7.75,2017-05-16,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
HERMITAGE,Hermitage  #1 - High,in playground,5839 S WOOD ST,2.0,2017-04-06,,,,,,,,,3.49,,,Passed testing - returned to normal push-button operation,O
HERMITAGE,Hermitage  #1 - Middle,in playground,5839 S WOOD ST,2.0,2017-04-06,,,,,,,,,3.54,,,Passed testing - returned to normal push-button operation,O
HERMITAGE,Hermitage  #1 - Low,in playground,5839 S WOOD ST,2.0,2017-04-06,,,,,,,,,3.26,,,Passed testing - returned to normal push-button operation,O
HERMOSA,Hermosa  #1 - High,spray pool,2240 N KILBOURN AVE,2.0,2017-05-08,,,2.0,2017-08-12,,,,,,,,Passed testing - returned to normal push-button operation,O
HERMOSA,Hermosa  #1 - Low,spray pool,2240 N KILBOURN AVE,2.28,2017-05-08,,,2.0,2017-08-12,,,,,,,,Passed testing - returned to normal push-button operation,O
HERMOSA,Hermosa  #2,tennis court,2240 N KILBOURN AVE,2.12,2017-04-12,,,,,,,,,0.729,,,Passed testing - returned to normal push-button operation,O
HIAWATHA,Hiawatha  #1,near tennis court,8029 W FOREST PRESERVE AVE,2.0,2017-04-11,,,,,,,,,12.0,,,Passed testing - returned to normal push-button operation,O
HIAWATHA,Hiawatha  #2,"on orange, on sidewalk",8029 W FOREST PRESERVE AVE,2.0,2017-04-11,,,,,,,,,80.7,51.0,5.5,In flushing protocol - 2017 EPA Test pending,O
HIAWATHA,Hiawatha  #3 - High,playground,8029 W FOREST PRESERVE AVE,2.0,2017-04-11,,,,,,,,,0.157,,,Passed testing - returned to normal push-button operation,O
HIAWATHA,Hiawatha  #3 - Middle,playground,8029 W FOREST PRESERVE AVE,2.0,2017-04-11,,,,,,,,,0.143,,,Passed testing - returned to normal push-button operation,O
HIAWATHA,Hiawatha  #3 - Low,playground,8029 W FOREST PRESERVE AVE,2.0,2017-04-11,,,,,,,,,0.166,,,Passed testing - returned to normal push-button operation,O
HIAWATHA,Hiawatha  #4,on path north of cornelia,8029 W FOREST PRESERVE AVE,2.0,2017-04-11,,,,,,,,,7.75,,,Passed testing - returned to normal push-button operation,O
HICKORY,Hickory  #1 - High,at entrance on winthrop,4834 N WINTHROP AVE,2.0,2017-04-25,,,,,,,,,2.5,,,Passed testing - returned to normal push-button operation,O
HICKORY,Hickory  #1 - Low,at entrance on winthrop,4834 N WINTHROP AVE,2.0,2017-04-25,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
HOARD (EDISON),Hoard  #1,northeast of playground,7201 S DOBSON AVE,2.0,2017-04-12,,,,,,,,,12.9,,,Passed testing - returned to normal push-button operation,O
HOLLY,Holly  #1 - High,inside entrance on ellis,4052 S ELLIS AVE,18.9,2017-05-12,1.99,2017-07-20,,,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
HOLLY,Holly  #1 - Low,inside entrance on ellis,4052 S ELLIS AVE,16.9,2017-05-12,1.99,2017-07-20,,,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
HOLLYWOOD,Hollywood  #1,east of fieldhouse,3312 W THORNDALE AVE,2.0,2017-04-20,,,,,,,,,4.85,,,Passed testing - returned to normal push-button operation,O
HOLLYWOOD,Hollywood  #2,by playlot,3312 W THORNDALE AVE,4.48,2017-04-20,,,14.1,2017-06-09,37.0,2017-07-25,,,32.0,66.0,7.2,Continuous flow - To be assessed for repair/replacement/removal,O
HOLSTEIN,Holstein  #1 - High,playground,2200 N OAKLEY AVE,2.0,2017-05-27,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
HOLSTEIN,Holstein  #1 - Low,playground,2200 N OAKLEY AVE,2.0,2017-05-27,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
HOLSTEIN,Holstein  #2,pool deck near women's locker room,2200 N OAKLEY AVE,4.54,2017-05-27,,,2.0,2017-08-08,2.0,2017-08-08,,,210.0,62.0,11.0,Passed testing - returned to normal push-button operation,O
HOLSTEIN,Holstein  #3,"southwest side of park, on west oakley",,2.0,2017-05-27,,,40.5,2017-08-08,34.0,2017-08-08,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
HONEYSUCKLE,Honeysuckle  #1 - High,near northwest entrance of park,4637 S CHAMPLAIN AVE,4.94,2017-04-28,,,7.82,2017-06-28,,,,,27.0,,,Passed testing - returned to normal push-button operation,O
HONEYSUCKLE,Honeysuckle  #1 - Low,near northwest entrance of park,4637 S CHAMPLAIN AVE,4.81,2017-04-28,,,9.56,2017-06-28,,,,,28.0,,,Passed testing - returned to normal push-button operation,O
HORAN (ALBERT),Horan  #1 - High,between playground and field house,3035 W VAN BUREN ST,2.0,2017-04-06,,,,,,,,,3.67,,,Passed testing - returned to normal push-button operation,O
HORAN (ALBERT),Horan  #1 - Low,between playground and field house,3035 W VAN BUREN ST,2.0,2017-04-06,,,,,,,,,3.71,,,Passed testing - returned to normal push-button operation,O
HORNBEAM,Hornbeam  #1,near entrna,1422 S HAMLIN AVE,2.0,2017-04-10,,,,,,,,,0.526,,,,O
HORNER (HENRY),Horner  #1,corner of montrose and california,2741 W MONTROSE AVE,52.4,2017-04-22,2.85,2017-05-31,32.1,2017-08-05,2.0,2017-06-29,,,34.0,50.0,5.8,Continuous flow - To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #2 - High,south of tennis courts,2741 W MONTROSE AVE,2.0,2017-04-22,,,,,,,,,13.0,,,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #2 - Low,south of tennis courts,2741 W MONTROSE AVE,2.0,2017-04-22,,,,,,,,,12.9,,,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #3 - High,south of basketball court,2741 W MONTROSE AVE,2.0,2017-04-22,,,,,,,,,10.9,,,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #3 - Low,south of basketball court,2741 W MONTROSE AVE,2.0,2017-04-22,,,,,,,,,10.8,,,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #4 - High,south of playlot,2741 W MONTROSE AVE,2.0,2017-04-22,,,2.0,2017-06-22,,,,,25.9,94.0,6.6,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #4 - Middle,south of playlot,2741 W MONTROSE AVE,5.1,2017-04-22,,,2.0,2017-06-22,,,,,26.4,92.0,7.5,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #4 - Low,south of playlot,2741 W MONTROSE AVE,2.0,2017-04-22,,,2.08,2017-06-22,,,,,25.6,95.0,6.8,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #5 - High,"east of cullom tennis courts, on path",2741 W MONTROSE AVE,2.16,2017-04-22,,,66.1,2017-06-22,,,,,43.2,76.0,4.7,Continuous flow - To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #5 - Low,"east of cullom tennis courts, on path",2741 W MONTROSE AVE,2.15,2017-04-22,,,35.4,2017-06-22,,,,,39.0,75.0,4.4,Continuous flow - To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #6 - High,"east of junior diamond #3, on path",2741 W MONTROSE AVE,6.45,2017-04-22,,,22.8,2017-06-22,,,,,61.2,36.0,2.0,Continuous flow - To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #6 - Low,"east of junior diamond #3, on path",2741 W MONTROSE AVE,6.32,2017-04-22,,,23.6,2017-06-22,,,,,67.3,34.0,2.0,Continuous flow - To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #7 - High,"west side of park, at berteau, on path",2741 W MONTROSE AVE,2.0,2017-04-17,,,,,,,,,3.13,,,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #7 - Low,"west side of park, at berteau, on path",2741 W MONTROSE AVE,2.0,2017-04-17,,,,,,,,,6.06,,,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #8 - High,southeast of junior diamond #6,2741 W MONTROSE AVE,2.0,2017-04-17,,,848.0,2017-06-22,,,,,1.74,,,Continuous flow - To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #8 - Low,southeast of junior diamond #6,2741 W MONTROSE AVE,2.0,2017-04-17,,,897.0,2017-06-22,,,,,16.3,15.0,2.0,Continuous flow - To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #9 - High,"west side of park, at belle plaine, on path",2741 W MONTROSE AVE,2.0,2017-04-17,,,,,,,,,0.176,,,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #9 - Low,"west side of park, at belle plaine, on path",2741 W MONTROSE AVE,2.0,2017-04-17,,,,,,,,,0.165,,,Passed testing - returned to normal push-button operation,O
HORNER (HENRY),Horner  #10 - High,"southeast corner of park, behind junior diamond #9",2741 W MONTROSE AVE,18.3,2017-04-17,17.3,2017-05-31,,,,,,,110.0,100.0,63.0,Off. To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #10 - Low,"southeast corner of park, behind junior diamond #10",2741 W MONTROSE AVE,17.9,2017-04-17,17.5,2017-05-31,,,,,,,116.0,110.0,69.0,,O
HORNER (HENRY),Horner  #11 - High,corner of irving and california,2741 W MONTROSE AVE,6.88,2017-04-17,,,136.0,2017-06-22,,,,,135.0,100.0,7.6,Continuous flow - To be assessed for repair/replacement/removal,O
HORNER (HENRY),Horner  #11 - Low,corner of irving and california,2741 W MONTROSE AVE,7.06,2017-04-17,,,83.2,2017-06-22,,,,,126.0,110.0,7.6,Continuous flow - To be assessed for repair/replacement/removal,O
"HOUSTON (JESSIE ""MA"")",Houston  #1,"north of basketball court, middle of park",5001 S COTTAGE GROVE AVE,2.0,2017-05-11,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
"HOUSTON (JESSIE ""MA"")",Houston  #2,west of drexel walking path entrance,5001 S COTTAGE GROVE AVE,2.11,2017-05-11,,,,,,,,,2.8,,,Passed testing - returned to normal push-button operation,O
HOYNE (THOMAS),Hoyne  #1,east side of fieldhouse,3417 S HAMILTON AVE,6.08,2017-04-14,,,,,,,,,2.55,,,Passed testing - returned to normal push-button operation,O
HUCKLEBERRY,Huckleberry  #1 - High,inside entrance on kimbark,6200 S KIMBARK AVE,2.0,2017-04-11,,,2.0,2017-06-30,,,,,12.2,,,Passed testing - returned to normal push-button operation,O
HUCKLEBERRY,Huckleberry  #1 - Low,inside entrance on kimbark,6200 S KIMBARK AVE,2.0,2017-04-11,,,2.0,2017-06-30,,,,,,,,Passed testing - returned to normal push-button operation,O
HUMBERT (JAMES),Humbert  #1 - High,"south of west entrance, inside playlot",3050 S LOWE AVE,2.0,2017-04-14,,,,,,,,,10.4,,,Passed testing - returned to normal push-button operation,O
HUMBERT (JAMES),Humbert  #1 - Low,"south of west entrance, inside playlot",3050 S LOWE AVE,2.01,2017-04-14,,,,,,,,,11.0,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #1,"on path at north & california, north of the inner drive",1400 N HUMBOLDT DR,7.25,2017-04-06,,,,,,,,,23.3,28.0,9.7,Continuous flow - To be assessed for repair/replacement/removal,O
HUMBOLDT (ALEXANDER VON),Humboldt  #2,"on path south of north, west of humboldt",1400 N HUMBOLDT DR,2.0,2017-04-06,,,,,,,,,5.65,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #3,on path at the inner drive across from the armory,1400 N HUMBOLDT DR,2.0,2017-04-06,,,158.0,2017-08-05,,,,,21.6,37.0,4.5,Continuous flow - To be assessed for repair/replacement/removal,O
HUMBOLDT (ALEXANDER VON),Humboldt  #4,by concession at marin and sacramento - will be removed summer 2016,1400 N HUMBOLDT DR,,,,,,,,,,,,,,,O
HUMBOLDT (ALEXANDER VON),Humboldt  #5,in playground (north),1400 N HUMBOLDT DR,2.0,2017-05-13,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #6,in front of fieldhouse parking lot,1400 N HUMBOLDT DR,5.43,2017-04-06,,,,,,,,,,,,Continuous flow - To be assessed for repair/replacement/removal,O
HUMBOLDT (ALEXANDER VON),Humboldt  #7,on path by casting pier,1400 N HUMBOLDT DR,2.0,2017-04-07,,,,,,,,,1.51,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #8 - High,in front of comfort station at little cubs field,1400 N HUMBOLDT DR,2.0,2017-04-08,,,,,,,,,0.437,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #8 - Low,in front of comfort station at little cubs field,1400 N HUMBOLDT DR,2.0,2017-04-08,,,,,,,,,0.431,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #9,west side of boathouse,1400 N HUMBOLDT DR,2.86,2017-03-29,,,,,,,,,5.65,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #10,on california side of tennis courts,1400 N HUMBOLDT DR,2.0,2017-03-29,,,,,,,,,1.38,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #11 - High,in east playground,1400 N HUMBOLDT DR,2.0,2017-03-29,,,,,,,,,0.18,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #11 - Middle,in east playground,1400 N HUMBOLDT DR,,,,,,,,,,,0.176,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #11 - Low,in east playground,1400 N HUMBOLDT DR,,,,,,,,,,,0.191,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #12 - High,east side of boathouse,1400 N HUMBOLDT DR,9.43,2017-03-29,,,,,,,,,10.1,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #12 - Low,east side of boathouse,1400 N HUMBOLDT DR,,,,,,,,,,,8.93,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #13 - High,east of inner drive in between little cubs field and mini soccer field,1400 N HUMBOLDT DR,2.0,2017-04-08,,,,,,,,,0.2,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #13 - Low,east of inner drive in between little cubs field and mini soccer field,1400 N HUMBOLDT DR,2.0,2017-04-08,,,,,,,,,0.383,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #13 - Dog,east of inner drive in between little cubs field and mini soccer field,1400 N HUMBOLDT DR,2.0,2017-04-08,,,,,,,,,0.13,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #14,on path between inner drive and softball diamonds,1400 N HUMBOLDT DR,,,,,,,,,,,15.1,28.0,2.0,,O
HUMBOLDT (ALEXANDER VON),Humboldt  #15,formal garden northwest,1400 N HUMBOLDT DR,2.0,2017-05-13,,,,,,,,,1.85,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #16,formal garden southwest,1400 N HUMBOLDT DR,2.0,2017-05-13,,,,,,,,,1.13,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #17,inner drive near california and crystal,1400 N HUMBOLDT DR,2.0,2017-04-07,,,,,,,,,6.73,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #18 - High,in playground near division and kedzie,1400 N HUMBOLDT DR,2.0,2017-05-13,,,,,,,,,0.197,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #18 - Middle,in playground near division and kedzie,1400 N HUMBOLDT DR,2.0,2017-05-13,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #18 - Low,in playground near division and kedzie,1400 N HUMBOLDT DR,2.0,2017-05-13,,,,,,,,,0.12,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #19,nw corner of division and humboldt/sacramento - knocked over and missing,1400 N HUMBOLDT DR,,,,,,,,,,,,,,,O
HUMBOLDT (ALEXANDER VON),Humboldt  #20,on inner drive west of diamond 14,1400 N HUMBOLDT DR,2.0,2017-04-07,,,,,,,,,2.53,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #21,on humboldt east of turf field,1400 N HUMBOLDT DR,2.0,2017-04-06,,,56.2,2017-08-05,,,,,15.7,11.0,2.0,Continuous flow - To be assessed for repair/replacement/removal,O
HUMBOLDT (ALEXANDER VON),Humboldt  #22,on pool deck,1400 N HUMBOLDT DR,2.11,2017-05-09,,,33.1,2017-08-05,,,,,30.4,48.0,7.5,Continuous flow - To be assessed for repair/replacement/removal,O
HUMBOLDT (ALEXANDER VON),Humboldt  #23,southwest of spray pool,1400 N HUMBOLDT DR,2.0,2017-05-09,,,,,,,,,3.58,,,Passed testing - returned to normal push-button operation,O
HUMBOLDT (ALEXANDER VON),Humboldt  #24,northeast of north playground,1400 N HUMBOLDT DR,,,,,,,,,,,28.8,12.0,3.0,,O
HURLEY (TIMOTHY),Hurley  #1 - High,north of playground,1901 W 100TH ST,2.0,2017-04-17,,,,,,,,,2.17,,,Passed testing - returned to normal push-button operation,O
HURLEY (TIMOTHY),Hurley  #1 - Middle,north of playground,1901 W 100TH ST,2.0,2017-04-17,,,,,,,,,1.26,,,Passed testing - returned to normal push-button operation,O
HURLEY (TIMOTHY),Hurley  #1 - Low,north of playground,1901 W 100TH ST,2.0,2017-04-17,,,,,,,,,1.77,,,Passed testing - returned to normal push-button operation,O
INDEPENDENCE,Independence  #1 - High,"on path, north diamond, behind home plate",3945 N SPRINGFIELD AVE,4.19,2017-04-22,,,,,,,,,6.88,,,Passed testing - returned to normal push-button operation,O
INDEPENDENCE,Independence  #1 - Low,"on path, north diamond, behind home plate",3945 N SPRINGFIELD AVE,4.0,2017-04-22,,,,,,,,,7.39,,,Passed testing - returned to normal push-button operation,O
INDEPENDENCE,Independence  #2 - High,"northeast corner of fieldhouse, on path",3945 N SPRINGFIELD AVE,2.0,2017-04-22,,,9.51,2017-06-24,,,,,17.8,28.0,2.0,Passed testing - returned to normal push-button operation,O
INDEPENDENCE,Independence  #2 - Low,"northeast corner of fieldhouse, on path",3945 N SPRINGFIELD AVE,2.0,2017-04-22,,,4.99,2017-06-24,,,,,22.2,22.0,2.1,Passed testing - returned to normal push-button operation,O
INDEPENDENCE,Independence  #3 - High,"north of playground, south of independence park landscaping",3945 N SPRINGFIELD AVE,2.0,2017-04-22,,,,,,,,,3.06,,,Passed testing - returned to normal push-button operation,O
INDEPENDENCE,Independence  #3 - Middle,"north of playground, south of independence park landscaping",3945 N SPRINGFIELD AVE,2.0,2017-04-22,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
INDEPENDENCE,Independence  #3 - Low,"north of playground, south of independence park landscaping",3945 N SPRINGFIELD AVE,2.0,2017-04-22,,,,,,,,,2.84,,,Passed testing - returned to normal push-button operation,O
INDIAN BOUNDARY,Indian Boundary #1 - High,north of spraypool,2500 W LUNT AVE,2.0,2017-04-13,,,,,,,,,15.6,18.0,2.2,In flushing protocol - 2017 EPA Test pending,O
INDIAN BOUNDARY,Indian Boundary #1 - Middle,north of spraypool,2500 W LUNT AVE,2.0,2017-04-13,,,5.38,2017-08-08,,,,,16.7,18.0,2.2,In flushing protocol - 2017 EPA Test pending,O
INDIAN BOUNDARY,Indian Boundary #1 - Low,north of spraypool,2500 W LUNT AVE,2.0,2017-04-13,,,4.37,2017-08-08,,,,,16.2,18.0,2.1,In flushing protocol - 2017 EPA Test pending,O
INDIAN BOUNDARY,Indian Boundary #2 - High,east of tennis courts,2500 W LUNT AVE,2.0,2017-05-30,,,,,,,,,52.3,9.2,2.5,In flushing protocol - 2017 EPA Test pending,O
INDIAN BOUNDARY,Indian Boundary #2 - Low,east of tennis courts,2500 W LUNT AVE,2.0,2017-05-30,,,,,,,,,51.8,9.7,2.5,In flushing protocol - 2017 EPA Test pending,O
